time_step,is_target,true_x,true_y,true_vx,true_vy,true_omega,meas_range,meas_bearing,snr
0,1,1002.0,1000.0,2.0,0.0,0.0,1418.1120531007289,0.7819859954373762,19.31993941811405
0,0,,,,,,864.373149647393,-2.776642555026645,11.063233020424546
0,0,,,,,,3045.4635575417233,1.3073585636350948,5.144091460070618
0,0,,,,,,4852.558275593772,2.088798716157191,6.486373774747933
0,0,,,,,,990.942339314793,-1.9892281320082241,7.1296957007167645
0,0,,,,,,2671.306514997965,-0.427602058948239,7.038603981386293
0,0,,,,,,3098.0791841396594,-2.265126877899127,7.045012539746527
0,0,,,,,,1895.1730321390894,-0.27602042971168705,10.496231729751095
0,0,,,,,,1078.4015325759628,0.0894376142963571,9.146901982034297
0,0,,,,,,327.60702232798883,0.6757242333299223,6.193668865811041
0,0,,,,,,418.75280562786963,2.8204310122755585,11.759424231521916
0,0,,,,,,4061.1470057706597,-1.2276478947550764,5.683704798044687
0,0,,,,,,3452.741829909569,-0.3760329720066755,5.854267643913452
0,0,,,,,,2526.366859545224,-2.925523202983018,11.365242814551475
0,0,,,,,,1368.0219098400828,1.021157629142202,7.181977532625877
0,0,,,,,,2648.3333037712728,0.29348934086394873,6.293981188678689
0,0,,,,,,4850.9646760463365,1.7287105132653915,11.576492590949325
0,0,,,,,,4484.6540170954795,0.6151237084390031,11.453119645161818
0,0,,,,,,533.6132600544056,-1.9101960119788217,5.316591022373767
0,0,,,,,,1694.1186207399953,-0.699461217778456,6.899443222417272
0,0,,,,,,4160.813794844454,-0.9000453930211942,6.966541567811666
0,0,,,,,,2759.2108074754174,-2.256139633802694,10.615378865278277
0,0,,,,,,465.298154030877,3.059200846306049,10.405713385076602
0,0,,,,,,1073.7068395174447,-3.1068961684142495,10.708229999183839
0,0,,,,,,3563.600984853324,1.4388944734739377,10.39889242680162
0,0,,,,,,462.81879349704275,-0.8892860548729935,5.811083416675908
0,0,,,,,,4329.206786790408,0.7747049788856772,7.316286173968544
0,0,,,,,,411.4359164015158,-1.1876330989933492,7.276283254187229
0,0,,,,,,3675.0702738565137,0.8642990829118515,11.210489198034285
0,0,,,,,,2413.8531332935518,-2.390159844687034,9.992713510560964
0,0,,,,,,3827.8467382227973,0.3850159874337993,10.396770259681926
0,0,,,,,,2519.5984221855147,0.14283457956356527,7.992787128509848
0,0,,,,,,224.5537210460664,-2.4636908247348237,5.220004299807139
0,0,,,,,,3218.411015192524,-1.1664357720669933,8.55999483815292
0,0,,,,,,4547.075722237856,-1.5752433822075356,7.872680461249408
0,0,,,,,,3802.2005788609385,-1.7040113818631875,5.538859368801551
0,0,,,,,,1519.7821192774634,-2.128609430310853,11.50788356639801
0,0,,,,,,4059.789859865643,0.8382005228288558,11.100224131314024
0,0,,,,,,4037.993176805661,-1.9693384008374226,11.247912989429844
0,0,,,,,,2742.7769853866885,1.9317034657638503,11.272639099464453
0,0,,,,,,1658.217027362133,-2.450116018370658,6.595546137793592
0,0,,,,,,2192.828164268656,1.998145704710364,11.025114082794405
0,0,,,,,,134.06543960283443,0.06752729364717425,7.921877022041453
0,0,,,,,,1188.3282713065782,-2.3884563387191133,7.363306199825396
0,0,,,,,,4720.257549171344,-1.1108487398796214,8.631534352203563
0,0,,,,,,3544.7928985863714,-0.8568404786646582,11.802474579046724
0,0,,,,,,4815.991745216345,-1.559597831851921,8.480739541246699
0,0,,,,,,1574.3037181021714,-1.351887044427519,5.25820863148173
0,0,,,,,,3086.8652365014946,0.016832799389175257,5.360351258749925
0,0,,,,,,1465.367674759396,2.565210216128335,6.676933234668807
0,0,,,,,,809.9848732469932,-0.0662702616553168,11.899553178774205
0,0,,,,,,1286.0708304063521,1.081559542303931,10.331337307301023
